,request,id,n
6640,привязанность собак к людям,[3354],1
6641,привязанность свиней-компаньонов к людям,[3354],1
6642,профориентация суворовцев,[3355],1
6643,форсайт-сессии в психологии,[3355],1
6644,статьи о налоге на сахар,[3356],1
6645,влияние налогов на потребление сладостей,[3356],1
6646,статьи про движение тектонических плит,[3357],1
6647,влияние тектонических плит на возраст Земли,[3357],1
6648,статьи про Пермский Политех,[3358],1
6649,статьи про повторное использование энергии в нефтяной промышленности,[3358],1
6650,применение ванкомицина в медицине,[3359],1
6651,магниевые имплантаты,[3359],1
6652,статьи про исследования раковых опухолей,[3360],1
6653,клетки в медицине,[3360],1
6654,статьи про разработку заменителей крови,[3361],1
6655,инвестиции Минобороны США в медицину,[3361],1
6656,влияние климатических условий на выбор места проживания,[3362],1
6657,исследования в НИУ ВШЭ,[3362],1
6658,угроза исчезновения естественной флоры,[3363],1
6659,азиатские дубы в Абх,[3363],1
6660,изобретения Николы Теслы,[3364],1
6661,современное применение изобретений Николы Теслы,[3364],1
6662,научные открытия у летучих лисиц,[3365],1
6663,оцепенение у животных,[3365],1
6664,возраст самцов панды,[3366],1
6665,"тропы, по которым гуляют панды",[3366],1
6666,исследования мозга любознательных людей,[3367],1
6667,процессы в мозгу при интересе к знаниям,[3367],1
6668,статьи о причинах сотрудничества с суровыми руководителями,[3368],1
6669,психологические аспекты работы с,[3368],1
6670,статьи про поляритонные конденсаты,[3369],1
6671,физика квантовых вихрей,[3369],1
6672,влияние компьютерных игр на психическое здоровье,[3370],1
6673,терапия шизофренией,[3370],1
6674,новости про создание виртуальных лабораторий,[3371],1
6675,проекты в Пермском Политехе,[3371],1
6676,статьи про депрессию и паранойю,[3372],1
6677,исследования нейронных сетей в психиатрии,[3372],1
6678,исследования антисоциального поведения подростков,[3373],1
6679,влияние положительных эмоций на подростков,[3373],1
6680,генерация ключевых слов в научной литературе,[3374],1
6681,моделирование ключевых слов в текстах,[3374],1
6682,статьи про создание цифровых водяных знаков,[3375],1
6683,технологии в НИУ ВШЭ,[3375],1
6684,статьи про покрытия для имплантов,[3376],1
6685,процессы формирования замещающей костной ткани,[3376],1
6686,технологии загородного строительства в России,[3377],1
6687,тенденции загородного строительства в России,[3377],1
6688,новости про Пермский Политех,[3378],1
6689,отечественные технологии производства пороха,[3378],1
6690,поиск инопланетных цивилизаций,[3379],1
6691,улучшение планет для жизни,[3379],1
6692,роль игры в развитии дошкольников,[3380],1
6693,исследования в МГПУ,[3380],1
6694,статьи про исследования у тропического ската,[3381],1
6695,особенности ярко-синих пятен у тропического ската,[3381],1
6696,редкие растения Хибин,[3382],1
6697,исследования КНЦ по редким видам растений,[3382],1
6698,структура остатка сверхновой,[3383],1
6699,астрономические открытия 1181,[3383],1
6700,влияние физических упражнений на психическое здоровье,[3384],1
6701,научные исследования антидепрессантов,[3384],1
6702,статьи про яичную скорлупу в медицине,[3385],1
6703,использование яичной скорлупы в би,[3385],1
6704,новости про майя,[3386],1
6705,религиозные практики древних цивилизаций,[3386],1
6706,статьи про искусственный интеллект в нефтяной промышленности,[3387],1
6707,моделирование нефтедобычи,[3387],1
6708,статьи о повышении КПД стальных колес,[3388],1
6709,технологии повышения плавности хода стальных колес,[3388],1
6710,статьи про огнезащитные покрытия,[3389],1
6711,новости из Пермского Политеха,[3389],1
6712,достижения в генетической инженерии,[3390],1
6713,мыши с человеческим иммунитетом,[3390],1
6714,статьи про бактериофаги,[3391],1
6715,бактериофаги как биологические инструменты,[3391],1
6716,миграция астероидов в Солнечной системе,[3392],1
6717,крупные астероиды,[3392],1
6718,статьи про потерю слуха у бурят на Байкале,[3393],1
6719,исследования генетики слуха,[3393],1
6720,статьи о синих китах,[3394],1
6721,интимная жизнь морских млекопитающих,[3394],1
6722,статьи о токсичных металлах в женских тампонах,[3395],1
6723,исследования в области женских гигиени,[3395],1
6724,влияние детей на супружеские отношения,[3396],1
6725,исследования семейных отношений в МПСУ,[3396],1
6726,история праздника Ивана Купалы,[3397],1
6727,традиции Ивана Купалы в ПНИПУ,[3397],1
6728,история царских тюремных инспекторов,[3398],1
6729,тюменские историки,[3398],1
6730,новые методы лечения рака,[3399],1
6731,терапия рака с использованием троянских коней,[3399],1
6732,прогнозы на разрушение конструкций из углепластика,[3400],1
6733,исследования в области углепластика,[3400],1
6734,статьи о причинах мигрени,[3401],1
6735,новости в области неврологии,[3401],1
6736,исследования курения и личностных особенностей,[3402],1
6737,курение и психологические факторы,[3402],1
6738,статьи про реакцию собак на человеческий плач,[3403],1
6739,влияние звуков на животных,[3403],1
6740,статьи про магнитную керамику,[3404],1
6741,новости в области материаловедения,[3404],1
6742,научные открытия о бегемотах,[3405],1
6743,способность бегемотов летать,[3405],1
6744,влияние благодарности на здоровье,[3406],1
6745,факторы риска преждевременной смерти,[3406],1
6746,программы поддержки матерей детей-инвалидов,[3407],1
6747,эффективность программ эмоциональной поддержки,[3407],1
6748,статьи про палеонтологические находки,[3408],1
6749,похожие на саламандру существа,[3408],1
6750,статьи про привередливость детей в еде,[3409],1
6751,влияние питания на развитие ребенка,[3409],1
6752,статьи про костные имплантаты,[3410],1
6753,научные достижения Пермского Политеха,[3410],1
6754,побочные эффекты препарата оземпика,[3411],1
6755,связь между оземпиком и потерей зрения,[3411],1
6756,статьи про идеальную сексуальную активность,[3412],1
6757,социопсихология сексуальности,[3412],1
6758,возраст наскальной живописи,[3413],1
6759,древнейшие произведения искусства на Земле,[3413],1
6760,Денисовцы Тибетского нагорья,[3414],1
6761,голубые бараны в Тибете,[3414],1
6762,подготовка к высадке на Луну в 2026 году,[3415],1
6763,внутренний аудит NASA,[3415],1
6764,последствия употребления алкоголя в молодости,[3416],1
6765,влияние алкоголя на мозг в зрелости,[3416],1
6766,советы по дрессировке кошек,[3417],1
6767,проблемы с поведением кошек,[3417],1
6768,новости про Пермский Политех,[3418],1
6769,переработка рисовой шелухи,[3418],1
6770,новости про Пермский Политех,[3419],1
6771,технологии утилизации отходов,[3419],1
6772,новости про радиогалактики,[3420],1
6773,необычные открытия в астрономии,[3420],1
6774,сексуальные практики с риском для здоровья,[3421],1
6775,опросы о сексуальных практиках,[3421],1
6776,статьи про солнечные батареи,[3422],1
6777,энергетические возможности солнечных панелей,[3422],1
6778,статьи про тактильное воображение,[3423],1
6779,влияние тактильного воображения на возбудимость,[3423],1
6780,исследования когнитивных способностей у диких крыланов,[3424],1
6781,сравнение когнитивных способностей кры,[3424],1
6782,достижения НИТУ МИСИС,[3425],1
6783,миссия НИТУ МИСИС,[3425],1
6784,исследования белого жира,[3426],1
6785,белый жир как источник энергии,[3426],1
6786,влияние творчества на студентов,[3427],1
6787,методы борьбы со стрессом среди студентов,[3427],1
6788,технологии в добыче калийных солей,[3428],1
6789,исследования Пермского Политеха,[3428],1
6790,новости про Пермский Политех,[3429],1
6791,эффективность комбикормов для цыплят,[3429],1
6792,связь вымирания динозавров с распространением растений,[3430],1
6793,влияние вымирания динозавров,[3430],1
6794,исследования запахов в разных культурах,[3431],1
6795,различия в восприятии запахов,[3431],1
6796,статьи про аборигенов Австралии,[3432],1
6797,древние магические практики,[3432],1
6798,редкие виды капуцинов,[3433],1
6799,использование камня как орудие,[3433],1
6800,статьи о возможностях терраформирования Марса,[3434],1
6801,новости в области ботаники,[3434],1
6802,статьи про струнные рельсы,[3436],1
6803,"материалы, сочетающие гибкость и жесткость",[3436],1
6804,статьи про исследование микропластика,[3437],1
6805,новости из Пермского Политехнического университета,[3437],1
6806,статьи о вымирании мамонтов,[3438],1
6807,неизвестные причины вымирания мамонтов,[3438],1
6808,статьи о выживании организмов при высоком давлении,[3439],1
6809,исследования гребневиков,[3439],1
6810,статьи о ранней Вселенной,[3440],1
6811,неожиданные открытия в астрономии,[3440],1
6812,связь между владением щенками и депрессией,[3441],1
6813,психологическое состояние владельцев собак,[3441],1
6814,статьи о борьбе с колорадскими жуками,[3442],1
6815,биотехнологии в борьбе с вредителя,[3442],1
6816,достижения в искусственном интеллекте,[3443],1
6817,тесты искусственного интеллекта,[3443],1
6818,причины лесных пожаров в Сибири,[3444],1
6819,влияние глобального потепления на Арктику,[3444],1
6820,статистика успеха футболистов-профессионалов,[3445],1
6821,влияние юных футболистов,[3445],1
6822,новости о находках в Марокко,[3446],1
6823,трилобиты и их окаменелости,[3446],1
6824,влияние высшего образования на зарплату,[3447],1
6825,новости из НИУ ВШЭ,[3447],1
6826,астероиды и жизнь в космосе,[3448],1
6827,новости про астероиды,[3448],1
6828,почему самцы млекопитающих не вскармливают детенышей грудью,[3449],1
6829,биология самцов м,[3449],1
6830,влияние мультивитаминов на здоровье,[3450],1
6831,эпидемиологические исследования мультивитаминов,[3450],1
6832,связь между танцами и невротизмом,[3451],1
6833,влияние танцев на психическое здоровье,[3451],1
6834,статьи про сегнетоэлектрические материалы,[3452],1
6835,новости в области материаловедения,[3452],1
6836,риски для древнеегипетских писцов,[3453],1
6837,антропология древнеегипетских писцов,[3453],1
6838,причины ледникового периода,[3454],1
6839,воздушные взрывы в истории Земли,[3454],1
6840,влияние тревожности на подростков,[3455],1
6841,исследования самооценки подростков,[3455],1
6842,статьи о применении газированной воды в строительстве,[3456],1
6843,технологии упрочнения бетона,[3456],1
6844,почему некоторые воспоминания сохраняются на всю жизнь,[3457],1
6845,биологические механизмы сохранения воспоминаний,[3457],1
6846,статьи о грибах,[3458],1
6847,интересные факты о грибах,[3458],1
6848,статьи про зимнюю сауну,[3459],1
6849,защита исчезающих лягушек,[3459],1
6850,статьи про укрепление дорог,[3460],1
6851,экологические преимущества укрепления дорог,[3460],1
6852,новости про НИУ ВШЭ,[3461],1
6853,модели для определения тематики текстов,[3461],1
6854,статьи про исследования на Эльбрусе,[3462],1
6855,тяжелые металлы на Эльбрусе,[3462],1
6856,новости про неандертальцев,[3463],1
6857,свидетельства ухода за детьми с синдромом Дауна,[3463],1
6858,срыв миссий на Луну,[3464],1
6859,американские космические компании,[3464],1
6860,статьи о муравьях,[3465],1
6861,новости из университета Южного федерального,[3465],1
6862,статьи про строительство на глинистых грунтах,[3466],1
6863,научные исследования в Пермском Политехе,[3466],1
6864,безопасность захоронения радиоактивных отходов,[3467],1
6865,исследования в ИФХЭ РАН,[3467],1
6866,археологические открытия в Британии,[3468],1
6867,последнее королевство бриттов,[3468],1
6868,статьи про неопределенность в психологии,[3469],1
6869,влияние неопределенности на психическое здоровье,[3469],1
6870,исследования антарктических льдов,[3470],1
6871,"факторы, влияющие на таяние льдов",[3470],1
6872,статьи о перелете бабочек через океан,[3471],1
6873,достижения в изучении миграции бабочек,[3471],1
6874,исследования поведения роботов,[3472],1
6875,научные открытия Пермского Политеха,[3472],1
6876,статьи про авторитарный стиль воспитания,[3473],1
6877,влияние авторитарного воспитания на алкоголиз,[3473],1
6878,темная материя и черные дыры,[3474],1
6879,астрофизика и темная материя,[3474],1
6880,статьи про разработки в области резиновой крошки,[3475],1
6881,технологии в РЭУ,[3475],1
6882,перспективные полимеры в медицине,[3476],1
6883,стратегии синтеза полимеров в МФТИ,[3476],1
6884,статистика потребления алкоголя в Европе,[3477],1
6885,алкогольные привычки европейцев,[3477],1
6886,статьи про электростимуляцию мозга,[3478],1
6887,влияние электростимуляции на привлекатель,[3478],1
6888,статьи о ранней Вселенной,[3479],1
6889,плотность шаровых звездных скоплений,[3479],1
6890,статьи о наведении на цель у летучих мышей,[3480],1
6891,сравнение летучих мышей с боевыми,[3480],1
6892,статьи про самые грязные места в доме,[3481],1
6893,микроорганизмы в быту,[3481],1
6894,методы обучения в МГППУ,[3482],1
6895,"факторы, влияющие на успеваемость студентов",[3482],1
6896,исследования под поверхностью Меркурия,[3483],1
6897,алмазы на планете Меркурий,[3483],1
6898,орфографическая чувствительность у подростков,[3484],1
6899,исследования орфографической чувствительности,[3484],1
6900,новости про оптоволокно,[3485],1
6901,достижения Пермского Политеха,[3485],1
6902,влияние атомных взрывов на климат,[3486],1
6903,роль деревьев в борьбе с глобальным пот,[3486],1
6904,аварийность беспилотных автомобилей,[3487],1
6905,аварийность управляемых автомобилей,[3487],1
6906,статьи про сотрудничество человека и ИИ в аварийных ситуациях,[3488],1
6907,исследования в области аварий,[3488],1
6908,достижения в сельском хозяйстве Татарстана,[3489],1
6909,методы повышения урожайности картофеля,[3489],1
6910,роль языка в человеческом развитии,[3490],1
6911,функции языка в общении,[3490],1
6912,статьи про дефекты в композитных материалах,[3491],1
6913,достижения в компьютерных моделях материалов,[3491],1
6914,экология острова Пасхи,[3492],1
6915,культура острова Пасхи,[3492],1
6916,статьи про АБС-пластик,[3493],1
6917,новости про Пермский Политех,[3493],1
6918,новые находки в Монтане,[3495],1
6919,динозавры с необычными рогами,[3495],1
6920,загрязнение микропластиком,[3496],1
6921,популярные чистящие средства,[3496],1
6922,статьи о воздействии воздушных шаров на климат,[3497],1
6923,влияние воздушных шаров на,[3497],1
6924,квантовые теории реликтовых гравитационных волн,[3498],1
6925,исследования реликтовых гравитаци,[3498],1
6926,новости о геологических открытиках,[3499],1
6927,происхождение земной коры,[3499],1
6928,статьи про здоровье кишечника,[3500],1
6929,советы по уходу за здоровьем в Пермском Политехе,[3500],1
6930,технологии в производстве титановых сплавов,[3501],1
6931,дефекты в титановых сплавах,[3501],1
6932,влияние графика сна на здоровье,[3502],1
6933,связь между сном и заболеваниями,[3502],1
6934,археологические находки в Якутии,[3503],1
6935,исследования мумий в Якутии,[3503],1
6936,влияние судебных реформ,[3504],1
6937,институты Сибири в конце ХIХ века,[3504],1
6938,статьи про исследования в НИЯУ МИФИ,[3505],1
6939,свойства стали для ядерных реакторов,[3505],1
6940,влияние сверхновых на атмосферу Земли,[3506],1
6941,сравнение воздействия сверхновых и человеч,[3506],1
6942,исследования микробиома кишечника младенцев,[3507],1
6943,влияние прикосновений на микробиом,[3507],1
6944,новости про австралийские военные,[3508],1
6945,технологии лазерного оружия,[3508],1
6946,статьи о микропластике в организме человека,[3509],1
6947,последние исследования микропластика,[3509],1
6948,технологии производства литейных заготовок,[3510],1
6949,керамические фильтры Пермского Политеха,[3510],1
6950,статьи про обработку пшеницы золотом,[3511],1
6951,влияние обработки на устойчивость к заморозкам,[3511],1
6952,статьи про выгорание ИТ-специалистов,[3512],1
6953,иммунитет к выгоранию,[3512],1
6954,статьи о спутниках Сатурна,[3513],1
6955,исследования фотоэлектронов в космосе,[3513],1
6956,исследования метеороидов на Венере,[3514],1
6957,сравнение падения метеороидов на разных планетах,[3514],1
6958,новости про протезы рук,[3515],1
6959,технологии электродвигателей в медицине,[3515],1
6960,достижения в точечной доставке лекарств,[3516],1
6961,исследования нанокапель в медицине,[3516],1
6962,статьи о пользе рога носорога,[3517],1
6963,мифы и реальность в медицине,[3517],1
6964,жаркая погода и политика,[3518],1
6965,влияние климатических условий на речь политиков,[3518],1
6966,"загадки, оставшиеся нерешенными в науке",[3519],1
6967,достижения ПНИПУ в науке,[3519],1
6968,древние землетрясения,[3520],1
6969,крупнейшая дельта в мире,[3520],1
6970,гравитационные волны и геомагнитное поле,[3521],1
6971,гравитационные волны и Зем,[3521],1
6972,статьи про диагностику биотканей,[3522],1
6973,достижения российских ученых в медицине,[3522],1
6974,методы диагностики болезни Альцгеймера,[3523],1
6975,разработки в области медицины в Пермском Полите,[3523],1
6976,статьи про Максвелла,[3524],1
6977,новости про химические насосы,[3524],1
6978,статьи о роли азота в формировании океанов,[3525],1
6979,история образования океанов,[3525],1
6980,влияние сидячего образа жизни на здоровье,[3526],1
6981,польза кофе для здоровья,[3526],1
6982,достижения в оптических технологиях,[3527],1
6983,переключатель мощности для оптических устройств,[3527],1
6984,новости про сверхмассивные черные дыры,[3528],1
6985,пробуждение сверхмассивных черных д,[3528],1
6986,основные пути образования черных дыр,[3529],1
6987,статьи про невозможные черные дыры,[3529],1
6988,статьи про бактериофаги,[3530],1
6989,применение бактериофагов в медицине,[3530],1
6990,статьи про строительство скважин,[3531],1
6991,инновационные материалы в строительстве,[3531],1
6992,новости про археологические открытия,[3532],1
6993,массовое человеческое жертвоприношение кельтов,[3532],1
6994,исследования соединений лантана,[3533],1
6995,свойства «странного» металла при высоком давлении,[3533],1
6996,статьи о применении биопрепаратов в сельском хозяйстве,[3534],1
6997,исследования на яровых сортах пшени,[3534],1
6998,советы по защите кожи от ультрафиолета,[3535],1
6999,новости про ПНИПУ,[3535],1
7000,влияние груди на потливость,[3536],1
7001,"факторы, влияющие на потливость",[3536],1
7002,статьи о новых видах крокодиломорфов,[3537],1
7003,исследования поведения крокодиломорфов,[3537],1
7004,ошибки в принятии решений,[3538],1
7005,научные исследования в НИУ ВШЭ,[3538],1
7006,статьи про депрессию,[3539],1
7007,классификация депрессивных расстройств,[3539],1
7008,статьи про улучшение чувствительности светящихся термометров,[3540],1
7009,соединения европия в медицине,[3540],1
7010,статьи про гендерные предпочтения,[3541],1
7011,влияние внешности на выбор партнера,[3541],1
7012,статьи про имплантаты в медицине,[3542],1
7013,новости от «Росатома»,[3542],1
7014,исследования спирта в ополаскивателях для рта,[3543],1
7015,влияние спирта на бактерии,[3543],1
7016,статьи про аквапонику,[3544],1
7017,колонии на Марсе,[3544],1
7018,технологии Пермского Политеха,[3545],1
7019,повышение производительности экскаваторов,[3545],1
7020,новости про катализаторы,[3546],1
7021,достижения в химии и материаловедении,[3546],1
7022,статьи про инфракрасное излучение в авиации,[3547],1
7023,технологии управления летчиками,[3547],1
7024,статьи про ПНИПУ,[3548],1
7025,опасные газы на калийных рудниках,[3548],1
7026,история Азербайджана,[3549],1
7027,история Армении и Азербайджана,[3549],1
7028,история коммуникации у муравьев,[3550],1
7029,феромоны у муравьев,[3550],1
7030,генетические тесты на метаболизм алкоголя,[3551],1
7031,методы снижения потребления алкоголя,[3551],1
7032,достижения в диагностике рака,[3552],1
7033,методы сверхчувствительной биопсии,[3552],1
7034,статьи про рынок композитов в России,[3553],1
7035,индустрия композитов в России,[3553],1
7036,статьи о способностях пчел,[3555],1
7037,исследования рака легких у людей,[3555],1
7038,коммунизм в неолитическом обществе,[3556],1
7039,сельское хозяйство неолита,[3556],1
7040,советы по отдыху в бане,[3557],1
7041,здоровье при использовании ванны,[3557],1
7042,инновации в области БПЛА,[3558],1
7043,технологии для повышения урожайности посевов,[3558],1
7044,влияние космических полетов на здоровье,[3559],1
7045,проблемы с почками в космосе,[3559],1
7046,статистика рака у поколения X,[3560],1
7047,сравнение поколений X и беби-бумеров,[3560],1
7048,исследования внутреннего ядра Земли,[3561],1
7049,замедление вращения внутреннего ядра,[3561],1
7050,гибридные графики работы,[3562],1
7051,эффективность гибридных графиков,[3562],1
7052,влияние пыли на здоровье,[3563],1
7053,риски для ликвидаторов после теракта 11 сентября,[3563],1
7054,новости про птерозавров,[3564],1
7055,функции языка у птерозавров,[3564],1
7056,новости о Starship,[3565],1
7057,статьи о космических кораблях,[3565],1
7058,достижения в обучении с подкреплением,[3566],1
7059,генеративные потоковые нейросети,[3566],1
7060,статьи про корь в Пермском Политехе,[3567],1
7061,причины вспышек кори,[3567],1
7062,новости про Пермский Политехнический Университет,[3568],1
7063,разработки в области минеральных удобр,[3568],1
7064,открытия в области черных дыр,[3569],1
7065,малые объекты в парах черных дыр,[3569],1
7066,антитела против яда черной вдовы,[3570],1
7067,новости в медицине,[3570],1
7068,ритуалы майя,[3571],1
7069,братья-близнецы в религии майя,[3571],1
7070,открытия в ранней Вселенной,[3572],1
7071,спиральные галактики в ранней Вселенной,[3572],1
7072,условия для высадки на Луну в 2026 году,[3573],1
7073,планы NASA по возвращению на Луну,[3573],1
7074,статьи про сужение зрачков,[3574],1
7075,связь между мозгом и зрачками,[3574],1
7076,статьи про астронавтов-любителей,[3575],1
7077,космический полет для любителей,[3575],1
7078,статьи про пелагофициальные водоросли,[3576],1
7079,влияние водорослей на климат,[3576],1
7080,секс-шантаж в Европе,[3577],1
7081,статистика секс-шантажа в разных странах,[3577],1
7082,космическое ДТП в соседней системе,[3578],1
7083,новости о «Джеймс Уэбб»,[3578],1
7084,ископаемые моллюски,[3579],1
7085,эффект лилипута после вымирания,[3579],1
7086,исследования семейного счастья в МПСУ,[3580],1
7087,"факторы, влияющие на счастье семьи",[3580],1
7088,статьи про ПНИПУ,[3581],1
7089,статьи про оптимальный микроклимат в шахтах,[3581],1
7090,влияние этики Канта на русскую культуру,[3582],1
7091,мероприятия в БФУ,[3582],1
7092,статьи о преодолении прокрастинации,[3583],1
7093,влияние оптимизма на продуктивность,[3583],1
7094,статьи про медитацию и телесное напряжение,[3584],1
7095,влияние медитации на организм,[3584],1
7096,статьи о борьбе с засухой в сельском хозяйстве,[3585],1
7097,методы сохранения урожая злаковых культур,[3585],1
7098,статьи о космических лучах,[3586],1
7099,влияние космических лучей на жизнь на Земле,[3586],1
7100,новости про Марс,[3587],1
7101,метеорологические условия на Марсе,[3587],1
7102,археологические находки в Германии,[3588],1
7103,самая маленькая человекообразная обезьяна,[3588],1
7104,статистика отказа от медицинских услуг в России,[3589],1
7105,проблемы очередей в медицинских учреждениях,[3589],1
7106,статьи про рискованное поведение молодых людей,[3590],1
7107,сравнение рискованного поведения молодых и зрел,[3590],1
7108,поиск следов распада протона,[3591],1
7109,недра Луны в научных исследованиях,[3591],1
7110,статьи о неофициальном общественном транспорте,[3592],1
7111,эффективность общественного транспорта,[3592],1
7112,приложения для путешествий по России,[3593],1
7113,проекты в Пермском Политехе,[3593],1
7114,почему немцы не смогли предотвратить высадку в Нормандии,[3594],1
7115,история высадки в Норм,[3594],1
7116,животные в Австралии,[3595],1
7117,вомбаты и их роль в экосистеме,[3595],1
7118,исследования регенерации у позвоночных,[3596],1
7119,влияние выхода на сушу на регенераци,[3596],1
7120,статьи про связь между размером пениса и владением оружием,[3597],1
7121,научные исследования о размере пени,[3597],1
7122,названия астероидов,[3598],1
7123,решение Международного астрономического союза,[3598],1
7124,статьи про гигантские вирусы,[3599],1
7125,влияние гигантских вирусов на окружающую среду,[3599],1
7126,статьи о безналичной оплате,[3600],1
7127,влияние безналичной оплаты на расходы потребителей,[3600],1
7128,новости про ПНИПУ,[3601],1
7129,технологии клонирования образцов горных пород,[3601],1
7130,новости про палеонтологию,[3602],1
7131,привычки динозавров,[3602],1
7132,новости про авиадвигатели,[3603],1
7133,технологии для снижения вредных выбросов,[3603],1
7134,статьи про лох-несское чудовище,[3604],1
7135,исследования в области биофизики,[3604],1
7136,статьи про уровень правосознания,[3605],1
7137,влияние смартфонов на психологию,[3605],1
7138,Антарктида 34 миллиона лет назад,[3606],1
7139,геологические исследования Антарктиды,[3606],1
7140,статистика венерических заболеваний,[3607],1
7141,распространенность венерических инфекций,[3607],1
7142,испытания Starship,[3608],1
7143,геополитические последствия Starship,[3608],1
7144,влияние новостей о военных конфликтах на психическое здоровье,[3609],1
7145,исследования в МГППУ,[3609],1
7146,испытания Starship,[3610],1
7147,новости о космических испытаниях,[3610],1
7148,полногеномный анализ ДНК,[3611],1
7149,варианты лечения синдрома беспокойных ног,[3611],1
7150,исследования женских реакций во время менструации,[3612],1
7151,влияние менструации на физические способности,[3612],1
7152,история русского алфавита,[3613],1
7153,эксперт Пермского Политеха,[3613],1
7154,открытия в области астрономии,[3614],1
7155,горячие нептуны в космосе,[3614],1
7156,статьи про влияние песка на добычу нефти,[3615],1
7157,исследования в Пермском Политехе,[3615],1
7158,"космические источники, которые могут умереть",[3616],1
7159,астрономические открытия последних лет,[3616],1
7160,статьи о влиянии цифровых технологий на язык,[3617],1
7161,современные языковые исследования,[3617],1
7162,влияние алкоголя на здоровье во время перелетов,[3618],1
7163,исследования алкоголя в авиации,[3618],1
7164,исследования мимики между собаками и волками,[3619],1
7165,биология поведения собак и волков,[3619],1
7166,новости о космических кораблях,[3620],1
7167,первые полеты космических кораблей Starliner,[3620],1
7168,прогнозы климатологов на засухи,[3621],1
7169,влияние глобального потепления на климат,[3621],1
7170,статьи про эмпатию и сочувствие,[3622],1
7171,психологические аспекты эмпатии,[3622],1
7172,исследования мозга жестоких матерей,[3623],1
7173,связь жестокости с мозгом,[3623],1
7174,статьи про генетическую диагностику,[3624],1
7175,методы диагностики дислипидемий,[3624],1
7176,статьи про приложения для обнаружения дефектов,[3625],1
7177,инновации в области промышленного оборудования,[3625],1
7178,новости про НИЯУ МИФИ,[3626],1
7179,моделирование теплоносителей в реакторах,[3626],1
7180,статьи про патенты в сфере зеленой энергетики,[3627],1
7181,влияние патентов на доходность компаний,[3627],1
7182,сбои в частоте вращения пульсаров,[3628],1
7183,астрофизика пульсаров,[3628],1
7184,сукцессии песчаных пустынь Арктики,[3629],1
7185,климатические изменения в Арктике,[3629],1
7186,крупнейшие птерозавры юрского периода,[3630],1
7187,археологические находки в Великобритании,[3630],1
7188,археологические находки в Армении,[3631],1
7189,«драконий камень» в Армении,[3631],1
7190,археологические находки в Восточной Европе,[3632],1
7191,традиции охоты древних народов,[3632],1
7192,использование фанфиков в психотерапии,[3633],1
7193,психотравмы в литературе,[3633],1
7194,статьи о научной недобросовестности,[3634],1
7195,заявления о стихийных бедствиях,[3634],1
7196,женщины в средневековых монастырях,[3635],1
7197,средневековые монахи-воины,[3635],1
7198,статьи о синдроме автопивоварни,[3636],1
7199,медицинские новости из Канады,[3636],1
7200,история развития фотографии,[3637],1
7201,современные технологии в области фотографии,[3637],1
7202,статьи про гендерные стереотипы,[3638],1
7203,изменения в восприятии себя женщинами,[3638],1
7204,статьи о влиянии чужих слов на верования,[3639],1
7205,сравнение науки и религии,[3639],1
7206,достижения в вычислительной физике,[3640],1
7207,методы анализа качества сотовой связи,[3640],1
7208,исследования неврологических заболеваний в Канаде,[3641],1
7209,запрет на расследование в Канаде,[3641],1
